alcohol	chlorides	citric acid	density	fixed acidity	free sulfur dioxide	pH	quality	residual sugar	sulphates	total sulfur dioxide	type	volatile acidity
9.1	0.067	0.12	0.9971	7.6	12	3.36	5	3	0.57	53	0	0.52
9.8	0.102	0.07	1.00015	9.9	32	3.31	5	3.4	0.71	71	0	0.59
9.2	0.105	0.53	1.001	11.6	33	3.2	5	3.3	0.95	98	0	0.42
10.5	0.343	0.48	0.9979	11	6	3.3	5	2	0.71	18	0	0.2
10.3	0.091	0.23	0.9994	10.4	18	3.22	6	2.7	0.64	48	0	0.55
10.1	0.098	0.25	0.9964	6.9	5	3.41	6	2.4	0.6	16	0	0.36
9.6	0.083	0.06	0.99855	7.1	8	3.67	5	2	0.73	29	0	0.63
12.5	0.122	0.64	0.998	10.2	10	3.23	6	2.9	0.66	41	0	0.36
12.5	0.052	0.45	0.9948	8.9	6	3.35	6	1.9	0.7	16	0	0.43
9.2	0.066	0.5	1	12.2	10	3.12	6	2.4	1.18	21	0	0.34
10	0.083	0.66	1.0022	12.8	7	3.07	7	5.8	0.73	42	0	0.615
8.7	0.056	0.4	0.9967	7.9	11	3.32	6	1.6	0.87	25	0	0.24
10.8	0.089	0.63	1.0014	14	6	3.01	6	3.8	0.81	47	0	0.41
10	0.085	0.68	1.0014	13.7	17	3.06	6	2.9	0.8	43	0	0.415
9.7	0.09	0.07	0.9979	7.4	11	3.43	6	2.4	0.76	37	0	0.63
10	0.085	0.68	1.0014	13.7	17	3.06	6	2.9	0.8	43	0	0.415
9.5	0.082	0.52	0.998	9.5	6	3.18	5	2	0.51	26	0	0.37
13	0.066	0.76	1.0004	12	7	3.22	7	4.2	0.6	38	0	0.37
9.9	0.122	0.02	0.9994	6.6	68	3.47	5	7.9	0.53	124	0	0.735
10.8	0.059	0.3	0.9949	7.7	20	3.29	6	1.7	0.47	38	0	0.26
10.1	0.059	0.46	0.9966	8.7	11	3.36	6	1.4	0.76	25	0	0.31
9.6	0.07	0.49	0.9981	12.5	26	3.05	4	4.5	0.57	49	0	0.46
12.3	0.059	0.03	0.9952	6.6	32	3.52	7	2.3	0.56	48	0	0.84
11.6	0.077	0.49	0.9963	10	11	3.23	7	2.7	0.63	19	0	0.44
9	0.074	0.66	1.0008	11.6	10	3.25	3	2.2	0.57	47	0	0.58
9.3	0.087	0.22	0.9982	8.3	6	3.26	5	2.6	0.61	19	0	0.615
11.5	0.069	0.42	0.9982	10.3	21	3.16	6	2	0.72	51	0	0.5
14	0.065	0.45	0.9947	8.8	7	3.32	6	2.6	0.79	18	0	0.46
9.7	0.091	0.41	0.998	9.3	6	3.28	5	2	0.7	16	0	0.27
10.2	0.087	0.24	0.9988	9.6	5	3.14	5	2.2	0.6	28	0	0.68
13.4	0.114	0.68	0.997	10.6	6	3.06	6	4.1	0.66	24	0	0.44
10	0.054	0.39	0.9976	10.2	6	3.17	5	1.9	0.47	17	0	0.67
13.3	0.055	0.5	0.9952	9.2	12	3.34	7	2.5	0.79	25	0	0.41
9	0.081	0.25	0.9984	7.8	14	3.43	6	1.9	0.65	38	0	0.52
12.5	0.072	0.63	0.9968	10.2	10	3.16	7	2.9	0.78	26	0	0.49
10.8	0.075	0.46	0.9976	10.4	6	3.25	7	1.8	1.02	21	0	0.24
9.5	0.084	0.55	1	11.2	6	3.17	6	2.3	0.71	13	0	0.67
11	0.088	0.49	0.9966	7.3	39	3.36	5	2.5	0.78	106	0	0.365
10.3	0.078	0.24	0.999	9.1	1	3.41	6	2.1	0.87	28	0	0.22
10.3	0.078	0.24	0.999	9.1	1	3.41	6	2.1	0.87	28	0	0.22
9.4	0.077	0.24	0.9974	9.9	6	3.09	5	2.4	0.57	33	0	0.63
11.2	0.1	0.74	0.9996	11.2	5	3.22	5	5.15	0.62	17	0	0.5
11	0.064	0.49	0.9988	9.5	5	3.21	6	6.3	0.73	17	0	0.46
11	0.085	0.24	0.9993	11.2	16	3.06	6	2.5	0.72	53	0	0.66
8.4	0.075	0.74	1.0008	14.3	6	2.86	6	1.8	0.79	15	0	0.31
9.5	0.078	0.24	0.9983	7.5	10	3.45	6	2	0.78	28	0	0.55
10.1	0.092	0.49	0.9971	7.6	25	3.31	6	2.7	0.61	60	0	0.29
12.7	0.085	0.49	1.0021	13	6	3.3	6	4.3	0.68	47	0	0.47
9.6	0.091	0.24	0.998	7.6	8	3.47	6	2.4	0.66	38	0	0.51
10.6	0.094	0.49	0.9986	11.1	16	3.12	7	2.7	1.02	47	0	0.31
14	0.06	0.24	0.9917	5	19	3.72	8	2	0.74	50	0	0.42
11.5	0.07	0.49	0.9922	6.6	23	3.12	6	1.7	0.5	149	0	0.39
9.3	0.059	0.51	0.9994	12.4	6	3.04	6	2	0.6	24	0	0.4
9.2	0.085	0.13	0.9984	8.3	6	3.31	6	2.6	0.59	24	0	0.6
12.2	0.072	0.48	0.9973	9.4	10	3.34	7	4.6	0.79	20	0	0.41
10.2	0.148	0.18	0.9969	9.2	10	2.87	6	2.2	1.36	103	0	0.755
9.4	0.076	0.24	0.9976	8.3	16	3.27	5	3.4	0.61	112	0	0.54
9.1	0.098	0.29	0.9988	8.8	5	3.36	5	2.2	0.49	15	0	0.6
9.1	0.098	0.29	0.9988	8.8	5	3.36	5	2.2	0.49	15	0	0.6
9.4	0.086	0.28	0.9979	9.6	30	3.24	5	2.4	0.53	147	0	0.88
9.4	0.084	0.27	0.9978	9.5	31	3.24	5	2.3	0.53	145	0	0.885
9.4	0.071	0.45	0.9991	9.9	16	3.39	5	2.3	0.62	40	0	0.54
9.6	0.106	0.39	0.9986	10.7	8	2.89	5	2.2	0.5	32	0	0.43
11.2	0.104	0.25	1.001	9.8	35	3.41	5	2.5	0.67	155	0	0.88
9.6	0.106	0.39	0.9986	10.7	8	2.89	5	2.2	0.5	32	0	0.43
9.6	0.076	0.06	0.9972	7.2	9	3.36	6	1.6	0.7	27	0	0.57
10.2	0.05	0.46	0.9974	10.1	5	3.04	6	1.8	0.79	13	0	0.28
10	0.083	0.24	0.9959	6.9	30	3.26	5	2.5	0.58	45	0	0.4
9.3	0.084	0.41	0.9984	10.8	7	3.08	6	2.2	0.67	17	0	0.4
9.8	0.078	0.31	0.998	8.5	32	3.33	5	2.25	0.54	58	0	0.46
11.3	0.059	0.23	0.997	8.1	5	3.37	5	2.6	0.56	15	0	0.78
9.1	0.07	0.18	0.997	7.1	13	3.44	5	1.8	0.6	40	0	0.65
9.7	0.095	0.23	0.9998	9.1	13	3.28	5	3.1	0.59	38	0	0.64
9.4	0.039	0.04	0.9962	7.7	4	3.4	5	1.6	0.47	9	0	0.66
9.8	0.087	0.24	0.9998	9.2	12	3.48	5	2.6	0.54	93	0	0.92
9.4	0.084	0.32	0.9984	9	21	3.32	5	2.8	0.62	122	0	0.48
12.8	0.034	0.02	0.9921	5.1	18	3.9	6	1.3	0.62	44	0	0.47
9.5	0.066	0.02	0.9972	7	8	3.47	6	2.1	0.67	25	0	0.65
10.8	0.071	0.55	0.9986	11.8	5	3.11	6	2.1	0.62	19	0	0.38
9.5	0.066	0.02	0.9972	7	8	3.47	6	2.1	0.67	25	0	0.65
10	0.062	0.47	0.9983	9.7	13	3.27	6	1.6	0.66	33	0	0.31
9.6	0.082	0.04	0.9976	8.4	10	3.22	5	2	0.44	22	0	0.56
9.5	0.082	0.34	0.998	7	16	3.55	5	2.7	0.6	72	0	0.45
10	0.096	0.58	1.00024	11.6	25	3.13	5	2.8	0.53	101	0	0.41
9.5	0.095	0.54	1.0001	11.1	21	3.13	5	2.7	0.51	101	0	0.39
9.5	0.07	0.18	0.99768	7.3	12	3.52	6	2.1	0.73	28	0	0.51
9.4	0.083	0.4	0.99782	8.6	16	3.3	5	2.6	0.48	68	0	0.33
9.5	0.089	0.1	0.99803	8.3	17	3.29	5	2.9	0.55	40	0	0.65
9.1	0.415	0.68	0.99656	7.8	14	3.09	6	1.7	1.06	32	0	0.48
10.7	0.058	0.07	0.99525	7.8	22	3.51	6	1.9	0.43	47	0	0.91
11.2	0.057	0.01	0.99488	6.3	15	3.6	6	2	0.46	33	0	0.98
9.8	0.084	0	0.99656	8.1	10	3.25	5	2.2	0.5	31	0	0.87
9.5	0.157	0.29	0.9973	7.9	1	3.3	6	1.8	0.92	44	0	0.4
9.8	0.076	0.03	0.99745	7.1	21	3.5	5	2.6	0.6	92	0	0.52
9.4	0.19	0	0.99676	7	12	3.31	6	2	0.6	45	0	0.57
10	0.081	0.05	0.99814	9	26	3.36	5	2.4	0.53	96	0	0.82
9.3	0.099	0.17	0.998	8.6	21	3.09	5	2.9	0.52	119	0	0.63
9.6	0.084	0.17	0.99818	8.8	25	3.23	5	2.9	0.54	130	0	0.64
10	0.068	0.09	0.99735	8.6	8	3.23	5	3.3	0.44	17	0	0.55
12.9	0.044	0	0.99264	5.1	14	3.56	7	1.7	0.94	86	0	0.585
12.8	0.052	0.4	0.99356	8.2	4	3.33	7	2.4	0.7	10	0	0.28
10.8	0.099	0.33	0.99818	10.8	20	3.24	5	2.5	0.71	38	0	0.45
10.8	0.099	0.33	0.99818	10.8	20	3.24	5	2.5	0.71	38	0	0.45
10.5	0.081	0.19	0.9984	9.8	8	3.23	6	3.2	0.58	30	0	0.51
9.4	0.071	0	0.99632	7.1	21	3.29	5	2.35	0.45	47	0	0.715
9.6	0.097	0.15	0.99976	9.1	9	3.28	5	3.2	0.54	59	0	0.66
9.8	0.076	0.13	0.9973	6.7	15	3.61	5	2	0.64	36	0	0.54
9.9	0.147	0.44	0.99836	11.6	36	3.38	4	1.6	0.86	51	0	0.47
11.7	0.012	0.28	0.99064	6.7	36	3.26	7	2.4	0.39	100	0	0.28
11.2	0.075	0.35	0.99672	10.1	9	3.24	7	1.6	0.83	28	0	0.31
12.1	0.085	0.47	0.99736	11.1	9	3.24	7	2.65	0.77	34	0	0.42
9.8	0.081	0.21	0.99689	6.4	14	3.59	5	1.8	0.66	31	0	0.64
9.5	0.085	0.44	0.99708	9.3	9	3.28	5	1.9	0.55	22	0	0.43
10.9	0.08	0.39	0.99652	9.3	41	3.47	6	1.5	0.73	55	0	0.36
10.9	0.08	0.39	0.99652	9.3	41	3.47	6	1.5	0.73	55	0	0.36
9.7	0.078	0.06	0.99746	7.2	17	3.51	5	2.5	0.53	84	0	0.62
9.7	0.077	0.07	0.99748	7.2	16	3.51	5	2.6	0.54	86	0	0.635
11.3	0.071	0.22	0.99438	6.8	13	3.41	6	2.3	0.83	24	0	0.49
11.2	0.072	0.23	0.99438	6.9	13	3.4	6	2	0.84	22	0	0.51
10.9	0.08	0.03	0.99578	7.6	27	3.44	6	2	0.64	43	0	0.63
10	0.067	0.24	0.99576	7.3	28	3.43	4	2	0.54	48	0	0.35
11.8	0.064	0.01	0.99371	7.7	31	3.41	6	2.1	0.57	43	0	0.715
10	0.094	0.19	0.99787	8.8	30	3.22	6	4	0.5	69	0	0.61
11.2	0.072	0	0.99491	6.8	32	3.43	6	2.5	0.56	64	0	0.57
9.8	0.08	0.03	0.99745	7.2	17	3.53	6	2.2	0.58	88	0	0.63
10.5	0.091	0.37	0.99786	9.6	10	3.24	5	2.3	0.56	23	0	0.41
10.1	0.084	0.31	0.99824	6.8	26	3.38	6	8.8	0.64	45	0	0.41
12.4	0.074	0.52	0.99509	9.6	13	3.36	7	2.2	0.76	25	0	0.33
10	0.092	0.4	0.99834	10.1	13	3.22	7	2.6	0.64	52	0	0.43
11.1	0.071	0.42	0.99566	10.2	7	3.14	7	2	0.79	20	0	0.44
12	0.092	0.58	0.99745	10.2	11	3.29	7	4.1	0.99	24	0	0.44
12.4	0.093	0.48	0.99408	8.3	6	3.26	7	2.1	0.62	12	0	0.28
12.4	0.093	0.48	0.99408	8.3	6	3.26	7	2.1	0.62	12	0	0.28
11.1	0.088	0.52	0.99613	9.5	12	3.29	6	2	0.58	51	0	0.37
10	0.089	0.05	0.99735	8	12	3.36	5	2	0.61	32	0	0.59
10.9	0.066	0.48	0.99724	10.4	6	3.33	6	1.9	0.87	10	0	0.26
12.1	0.073	0.41	0.99658	8.8	7	3.3	7	5.9	0.62	13	0	0.33
10.9	0.073	0.4	0.99556	9.7	14	3.14	6	1.5	0.51	21	0	0.295
9.4	0.097	0.12	0.99596	7.7	19	3.16	5	1.7	0.49	27	0	0.39
9.4	0.082	0.28	0.99694	7.1	31	3.45	5	2	0.48	68	0	0.34
10.1	0.079	0.06	0.99697	7.7	19	3.39	6	2	0.62	41	0	0.6
11.7	0.063	0.33	0.99516	9.1	13	3.26	7	2.05	0.84	27	0	0.29
11.2	0.12	0.16	0.99454	8	3	3.22	6	2	0.58	7	0	0.58
12.6	0.068	0.4	0.99486	8.9	12	3.27	7	2.2	0.75	28	0	0.38
11.9	0.123	0.66	0.99642	11.3	3	3.2	6	2.4	0.53	8	0	0.36
10.5	0.088	0.01	0.99568	7.7	12	3.32	7	1.8	0.56	18	0	0.58
10.5	0.088	0.01	0.99568	7.7	12	3.32	7	1.8	0.56	18	0	0.58
10.6	0.085	0.34	0.99683	10.1	5	3.17	7	2.4	0.65	17	0	0.37
12.6	0.078	0.41	0.9953	8.7	25	3.24	7	6.2	0.77	42	0	0.41
9.2	0.414	0.59	0.99702	8.5	16	3.03	5	1.4	1.34	45	0	0.46
12.7	0.07	0.42	0.99426	8.3	9	3.38	7	2.3	0.77	20	0	0.33
10.2	0.083	0.18	0.9963	7.7	6	3.29	6	2.4	0.6	20	0	0.61
12.5	0.07	0.08	0.99358	6.6	13	3.4	7	2.4	0.72	26	0	0.52
10.8	0.086	0.35	0.997	8	28	3.31	5	2.8	0.62	52	0	0.62
10.7	0.088	0.33	0.9972	8	16	3.31	6	2.7	0.58	37	0	0.62
12.3	0.05	0.68	0.99316	7.9	37.5	3.01	7	8.3	0.51	289	0	0.3
9.6	0.074	0.08	0.99529	6.8	40	3.12	5	1.8	0.49	64	0	0.48
11.8	0.083	0.54	0.99451	10	42	2.98	8	1.9	0.63	74	0	0.26
11.5	0.081	0.09	0.99479	7	10	3.43	6	2	0.59	16	0	0.54
12.4	0.072	0.42	0.99392	8.4	23	3.11	6	2.1	0.78	36	0	0.34
12	0.071	0.27	0.99388	7.4	14	3.35	6	2.1	0.63	25	0	0.49
11	0.056	0.41	0.99396	7.9	6	3.29	6	1.5	0.71	35	0	0.33
11.3	0.091	0.07	0.99572	7	15	3.38	6	2.5	0.6	21	0	0.69
13.1	0.076	0.34	0.99235	7.9	8	3.2	8	2.5	0.72	17	0	0.54
12.3	0.062	0	0.99352	6.6	21	3.44	6	1.8	0.55	28	0	0.5
11.2	0.081	0.37	0.99674	10.7	17	3.12	6	1.9	0.65	29	0	0.4
11.5	0.072	0	0.99379	6.3	26	3.51	6	2.9	0.6	52	0	0.76
11.4	0.08	0.45	0.99774	10.4	6	3.22	6	2	0.76	13	0	0.52
11.8	0.071	0.45	0.99702	10	6	3.21	7	6.2	0.49	14	0	0.41
9.8	0.118	0.25	0.99616	8.3	9	3.15	5	2.2	0.53	38	0	0.6
9.8	0.118	0.25	0.99616	8.3	9	3.15	5	2.2	0.53	38	0	0.6
11.8	0.075	0.42	0.99434	8.5	12	3.14	7	2.3	0.71	19	0	0.32
12	0.067	0.27	0.99384	6.5	8	3.21	6	2.8	0.56	44	0	0.34
9.5	0.079	0.31	0.99716	7.6	26	3.46	6	1.7	0.62	65	0	0.36
11.2	0.079	0.03	0.99572	6.5	23	3.58	4	5.6	0.5	47	0	0.88
11.4	0.041	0	0.99346	5.6	17	3.68	5	2.1	0.73	78	0	0.915
11	0.076	0.33	0.99599	8.2	11	3.27	6	2.4	0.81	47	0	0.35
9.3	0.07	0.07	0.99572	6.8	16	3.29	5	1.6	0.6	61	0	0.66
11.9	0.085	0.3	0.99346	7	6	3.33	6	2	0.46	39	0	0.43
9.5	0.076	0.23	0.99686	7.9	23	3.21	6	2.3	0.58	94	0	0.58
11.2	0.065	0.36	0.99419	7.9	5	3.27	7	1.9	0.54	10	0	0.34
11.7	0.068	0.39	0.99516	8.6	6	3.35	8	1.8	0.69	12	0	0.42
11	0.074	0.46	0.99534	7.2	24	3.4	7	2.1	0.85	44	0	0.36
11	0.074	0.46	0.99534	7.2	24	3.4	7	2.1	0.85	44	0	0.36
11	0.074	0.46	0.99534	7.2	24	3.4	7	2.1	0.85	44	0	0.36
10.4	0.078	0.02	0.99498	6.8	8	3.35	6	2.1	0.62	15	0	0.65
10.5	0.071	0.42	0.99659	9.6	5	3.15	6	1.9	0.75	13	0	0.38
9.5	0.079	0.31	0.99677	7.9	10	3.29	6	2	0.69	79	0	0.57
10.6	0.082	0.31	0.996	8.2	8	3.24	6	1.9	0.69	24	0	0.4
12	0.074	0.47	0.99638	10.5	9	3.23	6	2.2	0.76	23	0	0.36
9.4	0.091	0.23	0.99922	9.2	18	3.15	5	2.6	0.51	77	0	0.46
9.6	0.104	0.25	0.99769	9	8	3.27	5	2	0.72	21	0	0.58
11.5	0.054	0.32	0.99572	6	6	3.3	4	12.9	0.56	113	0	0.33
11.8	0.057	0	0.99488	6.5	11	3.45	4	4.3	0.56	20	0	0.67
9.3	0.076	0.2	0.99494	7.5	36	3.1	5	1.7	0.4	60	0	0.61
12.2	0.058	0.41	0.99414	9	15	3.22	6	2	0.6	40	0	0.4
10	0.086	0.07	0.99502	7.4	15	3.12	5	1.7	0.48	48	0	0.74
10.5	0.082	0.19	0.99655	7.4	15	3.49	5	1.8	0.68	34	0	0.55
11.1	0.081	0.33	0.9949	6.9	22	3.41	6	2.2	0.75	36	0	0.41
11.2	0.083	0	0.99437	6.3	17	3.59	4	2	0.55	24	0	1.02
9.8	0.081	0.38	0.99726	9.8	34	3.15	5	2.5	0.58	66	0	0.45
9.6	0.089	0	0.9978	8.2	13	3.37	4	2.2	0.46	26	0	0.78
11.7	0.049	0.2	0.9935	7.3	24	3.38	6	1.6	0.57	64	0	0.44
12	0.05	0.4	0.99566	8.5	3	3.28	4	6.3	0.56	10	0	0.4
10.2	0.096	0.28	0.99734	8.7	17	3.26	6	2.7	0.63	69	0	0.63
10.9	0.071	0.19	0.99476	7	18	3.39	5	2.3	0.56	36	0	0.42
11	0.1	0	0.99521	7.6	6	3.36	5	1.9	0.59	12	0	0.74
10.1	0.088	0.32	0.9979	9.7	22	3.29	5	2.5	0.62	91	0	0.69
11.4	0.058	0.42	0.99392	9.1	9	3.18	5	1.8	0.55	18	0	0.34
9.5	0.057	0	0.99448	6	15	3.36	5	1.4	0.45	26	0	0.5
10.5	0.084	0.02	0.99538	7.5	13	3.36	6	1.7	0.54	31	0	0.51
10.2	0.063	0.24	0.99613	8.2	10	3.25	6	2.3	0.53	28	0	0.44
10.1	0.086	0.25	0.99464	6.1	5	3.36	5	1.8	0.44	32	0	0.32
10.0333333333333	0.091	0.4	0.99704	11.6	6	3.07	6	1.4	0.65	28	0	0.475
10.0333333333333	0.091	0.4	0.99704	11.6	6	3.07	6	1.4	0.65	28	0	0.475
10.8	0.077	0.02	0.99557	7.5	11	3.36	6	2.6	0.62	35	0	0.57
9.9	0.08	0.22	0.99613	8	25	3.3	5	2.1	0.49	105	0	0.6
9.9	0.08	0.22	0.99613	8	25	3.3	5	2.1	0.49	105	0	0.6
9.6	0.1	0.07	0.9961	7.4	8	3.3	5	1.8	0.58	23	0	0.64
12.5	0.068	0	0.99292	6	15	3.58	6	2.3	0.59	33	0	0.49
9.8	0.07	0.06	0.9942	7.1	5	3.17	5	1.3	0.48	12	0	0.62
10	0.061	0.33	0.996	7.2	3	3.23	8	1.7	1.1	13	0	0.33
9.6	0.077	0.59	0.9994	10	3	3.2	5	2.2	0.78	15	0	0.32
9.9	0.077	0.21	0.9956	7.7	32	3.27	5	2.2	0.45	133	0	0.64
11	0.123	0.09	0.9968	6.4	14	3.5	4	3.9	0.67	31	0	0.53
11	0.072	0	0.9962	7.8	27	3.31	5	1.9	0.63	55	0	0.64
9.9	0.069	0.31	0.9958	7.6	13	3.26	6	2.1	0.54	74	0	0.43
11.1	0.072	0.02	0.99566	7.3	31	3.32	6	2.2	0.68	92	0	0.67
10	0.06	0	0.99664	6.2	6	3.59	4	2.1	0.61	13	0	0.785
9.7	0.063	0.1	0.9958	6.8	34	3.41	5	1.7	0.67	53	0	0.59
9.7	0.063	0.1	0.9958	6.8	34	3.41	5	1.7	0.67	53	0	0.59
10	0.062	0.32	0.99728	7.3	31	3.3	7	2.1	0.65	54	0	0.48
10	0.062	0.32	0.99728	7.3	31	3.3	7	2.1	0.65	54	0	0.48
9.7	0.061	0.05	0.99705	7.3	20	3.31	3	2.1	0.55	49	0	0.98
12.6	0.067	0.08	0.99334	6.7	8	3.43	5	3.75	0.52	16	0	0.7
10.8	0.048	0.1	0.99448	6.2	4	3.44	6	2.1	0.76	11	0	0.57
10.8	0.068	0.04	0.99582	6.6	7	3.53	6	2.3	0.58	13	0	0.895
11.5	0.054	0.03	0.99508	6.9	7	3.45	6	2.3	0.63	16	0	0.74
9.4	0.083	0.29	0.99642	7.8	21	3.16	5	4.3	0.53	64	0	0.82
9.8	0.078	0.18	0.99638	7.3	15	3.31	5	2.4	0.54	60	0	0.585
9.7	0.047	0.21	0.99661	6.4	26	3.47	6	2.2	0.77	48	0	0.36
9.8	0.068	0.04	0.99712	7.1	19	3.44	5	2.1	0.67	27	0	0.69
9.23333333333333	0.074	0.21	0.99842	6.9	16	3.53	6	4.1	0.72	65	0	0.84
10.3	0.063	0.06	0.99489	6.5	29	3.38	6	2	0.83	44	0	0.53
10.6	0.071	0.25	0.99633	6.1	23	3.42	5	2.3	0.97	58	0	0.32
10	0.075	0.19	0.99522	6	22	3.39	6	2	0.78	47	0	0.42
9.7	0.064	0.08	0.99552	6.7	18	3.33	5	2.1	0.64	34	0	0.48
10.2	0.081	0.1	0.99631	6.1	13	3.6	5	2.8	0.66	28	0	0.705
9.9	0.058	0.13	0.99573	7.2	18	3.21	6	2	0.68	22	0	0.53
9	0.074	0.3	0.99717	8	32	3.39	5	1.9	0.61	84	0	0.39
9.9	0.065	0.32	0.99714	7.2	34	3.46	5	1.8	0.78	60	0	0.39
11.2	0.063	0.43	0.9955	8.4	12	3.17	7	2.3	0.81	19	0	0.37
10.4	0.099	0.5	0.99783	11.2	19	3.1	5	2	0.58	50	0	0.4
11.4	0.074	0.3	0.99419	7.4	17	3.24	8	1.8	0.7	24	0	0.36
9.5	0.087	0	0.99783	7.1	17	3.45	5	2.3	0.53	26	0	0.68
9.5	0.235	0.33	0.99787	6.9	66	3.22	5	6.7	0.56	115	0	0.63
9.9	0.08	0.26	0.99622	7.8	31	3.21	5	2	0.52	131	0	0.6
10.1	0.076	0.13	0.99546	7.2	12	3.29	5	2	0.54	20	0	0.695
10.9	0.061	0.02	0.99489	6.7	26	3.39	6	1.9	0.82	42	0	0.67
10.1	0.076	0.13	0.99546	7.2	12	3.29	5	2	0.54	20	0	0.695
9.2	0.077	0.13	0.99629	7	25	3.34	5	1.6	0.59	42	0	0.56
10.5	0.074	0.78	0.99677	5.6	23	3.39	6	13.9	0.48	92	0	0.31
11.8	0.06	0.4	0.99474	7.5	12	3.26	6	2.2	0.64	20	0	0.52
11.3	0.053	0.09	0.99402	6.2	24	3.54	5	1.7	0.6	32	0	0.56
9.2	0.073	0.2	0.9977	6.6	29	3.29	5	7.8	0.54	79	0	0.725
9.6	0.045	0.16	0.9949	6.2	30	3.18	6	7	0.47	136	1	0.32
9.5	0.044	0.14	0.9955	6.5	34	3.22	5	7.5	0.5	133	1	0.31
10	0.044	0.39	0.9974	8.5	20	3.2	6	10.4	0.53	142	1	0.24
8.6	0.057	0.39	0.9999	7.3	45	3.21	5	17.95	0.36	149	1	0.24
9.4	0.172	0.39	0.9937	6.7	63	3.11	6	2.5	0.36	158	1	0.23
9.5	0.057	0.27	0.9934	6.6	33	3.22	6	1.4	0.56	152	1	0.24
9.8	0.067	0.35	0.995	6.9	32	3.36	5	5	0.48	150	1	0.19
8.9	0.048	0.26	0.9972	6	50	3.3	6	12.4	0.36	147	1	0.19
10.7	0.046	0.31	0.9926	6.7	30	3.33	8	2.1	0.64	96	1	0.23
10.6	0.053	0.31	0.9929	6.8	34	3.39	6	1.4	0.77	114	1	0.22
8.7	0.044	0.63	0.9974	7.2	55	3.09	6	11	0.44	156	1	0.39
9.2	0.044	0.29	0.9969	7.1	62	3.04	6	12.4	0.42	240	1	0.26
9.1	0.06	0.37	0.9975	7.4	52	3	5	13.5	0.44	192	1	0.25
9.2	0.051	0.32	0.9974	7.3	34	3.2	6	14.4	0.35	109	1	0.13
8.8	0.082	0.54	0.9959	6.5	64	2.89	6	8.5	0.39	163	1	0.17
8.9	0.052	0.46	1	7.2	45	3.04	5	18.75	0.52	255	1	0.27
11.3	0.041	0.24	0.9914	6	25	3.31	6	3.3	0.44	143	1	0.31
9.7	0.059	0.31	0.9952	7.4	31	3.29	5	6.85	0.34	131	1	0.16
10.9	0.046	0.56	0.9924	6.1	46	3.31	6	2.7	0.57	184	1	0.3
10.6	0.02	0.25	0.994	5.7	7	3.39	5	10.4	0.37	57	1	0.26
9	0.038	0.4	0.9979	6.5	59	3.23	5	13.1	0.57	241	1	0.425
9.2	0.035	0.27	0.9982	6.6	46	3.24	5	15.8	0.51	188	1	0.24
10.2	0.045	0.34	0.9927	6.3	20	3.3	5	2.2	0.43	77	1	0.31
12	0.034	0.33	0.9917	6.3	19	3.38	7	4.6	0.58	80	1	0.34
9.4	0.054	0.3	0.994	6.9	23	2.99	6	4.1	0.38	116	1	0.25
9.7	0.049	0.4	0.9966	8.2	12	3.06	6	7.5	0.84	76	1	0.23
8.9	0.066	0.42	0.9979	7.4	48	2.89	6	14	0.42	198	1	0.24
12.4	0.036	0.24	0.9898	6.1	38	3.29	7	1.5	0.42	124	1	0.32
11.5	0.038	0.43	0.9918	6.3	31	3.35	7	4.55	0.33	130	1	0.22
9.4	0.054	0.3	0.9972	5.9	57	3.28	5	12.9	0.39	170	1	0.23
9.9	0.04	0.41	0.9954	6.7	49	3.12	6	9.4	0.61	166	1	0.24
8.9	0.047	0.28	0.9962	6.5	54	3.09	4	8.5	0.54	210	1	0.28
9.6	0.055	0.34	0.9942	6.6	34	3.36	5	5.1	0.42	125	1	0.15
8.9	0.052	0.24	0.9961	6.8	54	3.13	5	7.8	0.47	214	1	0.26
9.9	0.049	0.88	0.9968	10.2	20	2.99	4	6.2	0.51	124	1	0.44
11.2	0.038	0.38	0.9918	6.8	35	3.32	7	1.4	0.59	111	1	0.18
9.4	0.044	0.24	0.9961	5.8	55	3.31	5	9.2	0.38	152	1	0.26
8.9	0.062	0.08	0.9972	6.8	26	3.37	4	9.7	0.46	142	1	0.64
9	0.058	0.38	0.9979	7.2	55	3.09	6	14.3	0.44	194	1	0.23
8.7	0.05	0.23	0.9985	7.3	49	3.2	5	13.7	0.46	197	1	0.32
11.4	0.026	0.37	0.9903	7.1	23	3.15	7	2.4	0.38	100	1	0.21
10.9	0.031	0.27	0.9905	5.8	12	3.25	7	1.4	0.36	77	1	0.2
11	0.035	0.3	0.9927	6.3	8	3.27	7	5.7	0.41	97	1	0.35
8.9	0.043	0.4	0.9996	6.9	36	2.93	5	19.45	0.47	156	1	0.29
9.2	0.053	0.26	0.9965	6.9	32	3.25	6	8.3	0.51	180	1	0.32
9.7	0.043	0.07	0.9944	5.3	34	3.34	5	6.9	0.57	149	1	0.58
9	0.057	0.3	0.9949	6.6	30	3.24	5	5.1	0.38	123	1	0.58
10.6	0.042	0.4	0.9915	7.7	9	2.89	5	1.1	0.5	60	1	0.26
12.4	0.036	0.49	0.9916	7	17	3.26	7	4.7	0.68	105	1	0.3
8.8	0.055	0.24	0.9988	7.1	46	3.12	5	15.4	0.49	198	1	0.35
8.5	0.066	0.38	0.9968	9.1	34	3.23	3	1.6	0.38	182	1	0.59
